Diode_Temp:80.79, Fet_Temp:74.03,
Diode_Temp:80.79, Fet_Temp:74.81,
Diode_Temp:81.10, Fet_Temp:75.08,
Diode_Temp:81.10, Fet_Temp:75.08,
Diode_Temp:81.10, Fet_Temp:75.35,
Diode_Temp:82.08, Fet_Temp:73.26,
Diode_Temp:81.43, Fet_Temp:75.62,
Diode_Temp:81.43, Fet_Temp:75.08,
Diode_Temp:81.75, Fet_Temp:75.62,
Diode_Temp:81.43, Fet_Temp:75.35,
Diode_Temp:81.75, Fet_Temp:75.62,
Diode_Temp:82.08, Fet_Temp:75.62,
Diode_Temp:80.79, Fet_Temp:75.89,
Diode_Temp:81.75, Fet_Temp:75.62,
Diode_Temp:81.75, Fet_Temp:75.89,
Diode_Temp:81.75, Fet_Temp:75.62,
Diode_Temp:82.08, Fet_Temp:75.62,
Diode_Temp:82.08, Fet_Temp:76.16,
Diode_Temp:81.75, Fet_Temp:75.89,
Diode_Temp:81.75, Fet_Temp:75.89,
Diode_Temp:81.75, Fet_Temp:75.89,
Diode_Temp:81.75, Fet_Temp:76.16,
Diode_Temp:82.41, Fet_Temp:76.44,
Diode_Temp:82.75, Fet_Temp:76.44,
Diode_Temp:82.08, Fet_Temp:77.29,
Diode_Temp:81.43, Fet_Temp:76.44,
Diode_Temp:82.08, Fet_Temp:76.44,
Diode_Temp:82.08, Fet_Temp:74.81,
Diode_Temp:82.41, Fet_Temp:76.72,
Diode_Temp:81.43, Fet_Temp:76.44,
Diode_Temp:81.75, Fet_Temp:76.44,
Diode_Temp:81.75, Fet_Temp:76.72,
Diode_Temp:81.75, Fet_Temp:76.72,
Diode_Temp:81.75, Fet_Temp:76.44,
Diode_Temp:82.08, Fet_Temp:77.00,
Diode_Temp:80.79, Fet_Temp:77.00,
Diode_Temp:81.75, Fet_Temp:76.44,
Diode_Temp:82.08, Fet_Temp:75.62,
Diode_Temp:82.08, Fet_Temp:77.00,
Diode_Temp:81.75, Fet_Temp:76.72,
Diode_Temp:82.41, Fet_Temp:77.00,
Diode_Temp:82.08, Fet_Temp:77.00,
Diode_Temp:82.08, Fet_Temp:77.00,
Diode_Temp:82.75, Fet_Temp:76.16,
Diode_Temp:81.43, Fet_Temp:77.00,
Diode_Temp:81.75, Fet_Temp:77.00,
Diode_Temp:81.75, Fet_Temp:77.29,
Diode_Temp:82.75, Fet_Temp:77.29,
Diode_Temp:81.75, Fet_Temp:77.29,
Diode_Temp:81.75, Fet_Temp:77.00,
Diode_Temp:81.75, Fet_Temp:77.29,
Diode_Temp:82.08, Fet_Temp:77.29,
Diode_Temp:82.75, Fet_Temp:77.29,
Diode_Temp:82.41, Fet_Temp:77.00,
Diode_Temp:82.75, Fet_Temp:77.00,
Diode_Temp:82.75, Fet_Temp:79.96,
Diode_Temp:82.75, Fet_Temp:77.29,
Diode_Temp:83.09, Fet_Temp:77.57,
Diode_Temp:82.75, Fet_Temp:78.74,
Diode_Temp:84.13, Fet_Temp:77.29,
Diode_Temp:83.43, Fet_Temp:77.57,
Diode_Temp:83.78, Fet_Temp:78.15,
Diode_Temp:83.43, Fet_Temp:77.86,
Diode_Temp:83.09, Fet_Temp:77.86,
Diode_Temp:83.43, Fet_Temp:77.86,
Diode_Temp:83.78, Fet_Temp:78.15,
Diode_Temp:84.13, Fet_Temp:77.86,
Diode_Temp:83.43, Fet_Temp:78.45,
Diode_Temp:83.09, Fet_Temp:79.96,
Diode_Temp:83.43, Fet_Temp:78.15,
Diode_Temp:83.43, Fet_Temp:78.45,
Diode_Temp:83.43, Fet_Temp:78.15,
Diode_Temp:83.78, Fet_Temp:78.45,
Diode_Temp:83.43, Fet_Temp:78.15,
Diode_Temp:83.43, Fet_Temp:78.15,
Diode_Temp:83.78, Fet_Temp:78.74,
Diode_Temp:84.13, Fet_Temp:85.33,
Diode_Temp:84.48, Fet_Temp:78.74,
Diode_Temp:84.48, Fet_Temp:78.15,
Diode_Temp:84.48, Fet_Temp:77.57,
Diode_Temp:84.48, Fet_Temp:79.96,
Diode_Temp:84.13, Fet_Temp:78.45,
Diode_Temp:85.20, Fet_Temp:78.45,
Diode_Temp:84.84, Fet_Temp:79.04,
Diode_Temp:85.20, Fet_Temp:79.04,
Diode_Temp:84.48, Fet_Temp:76.72,
Diode_Temp:84.48, Fet_Temp:78.74,
Diode_Temp:84.48, Fet_Temp:78.74,
Diode_Temp:84.48, Fet_Temp:79.04,
Diode_Temp:84.84, Fet_Temp:79.04,
Diode_Temp:84.84, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:79.04,
Diode_Temp:84.48, Fet_Temp:79.35,
Diode_Temp:84.84, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:79.65,
Diode_Temp:83.78, Fet_Temp:79.65,
Diode_Temp:83.78, Fet_Temp:79.35,
Diode_Temp:83.78, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:79.35,
Diode_Temp:83.78, Fet_Temp:79.65,
Diode_Temp:82.41, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:78.45,
Diode_Temp:88.65, Fet_Temp:79.65,
Diode_Temp:84.13, Fet_Temp:79.65,
Diode_Temp:84.48, Fet_Temp:79.65,
Diode_Temp:85.20, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:79.65,
Diode_Temp:84.48, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:80.27,
Diode_Temp:85.20, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:79.96,
Diode_Temp:84.13, Fet_Temp:79.04,
Diode_Temp:84.48, Fet_Temp:80.27,
Diode_Temp:84.13, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:80.27,
Diode_Temp:84.13, Fet_Temp:80.58,
Diode_Temp:84.48, Fet_Temp:80.58,
Diode_Temp:84.13, Fet_Temp:77.57,
Diode_Temp:84.48, Fet_Temp:80.58,
Diode_Temp:84.48, Fet_Temp:79.35,
Diode_Temp:84.13, Fet_Temp:80.58,
Diode_Temp:85.20, Fet_Temp:80.90,
Diode_Temp:84.84, Fet_Temp:81.55,
Diode_Temp:84.84, Fet_Temp:80.90,
Diode_Temp:84.48, Fet_Temp:79.96,
Diode_Temp:85.20, Fet_Temp:80.58,
Diode_Temp:84.48, Fet_Temp:79.96,
Diode_Temp:84.48, Fet_Temp:82.20,
Diode_Temp:85.57, Fet_Temp:80.90,
Diode_Temp:84.84, Fet_Temp:81.22,
Diode_Temp:85.20, Fet_Temp:80.90,
Diode_Temp:85.57, Fet_Temp:80.58,
Diode_Temp:85.57, Fet_Temp:80.90,
Diode_Temp:85.57, Fet_Temp:80.90,
Diode_Temp:85.20, Fet_Temp:81.22,
Diode_Temp:84.84, Fet_Temp:80.90,
Diode_Temp:85.20, Fet_Temp:81.22,
Diode_Temp:85.20, Fet_Temp:82.53,
Diode_Temp:84.84, Fet_Temp:80.90,
Diode_Temp:85.20, Fet_Temp:81.55,
Diode_Temp:85.20, Fet_Temp:81.22,
Diode_Temp:85.94, Fet_Temp:80.27,
Diode_Temp:85.20, Fet_Temp:81.55,
Diode_Temp:85.20, Fet_Temp:81.22,
Diode_Temp:85.57, Fet_Temp:81.22,
Diode_Temp:85.94, Fet_Temp:81.22,
Diode_Temp:85.57, Fet_Temp:81.55,
Diode_Temp:85.57, Fet_Temp:81.87,
Diode_Temp:85.57, Fet_Temp:81.22,
Diode_Temp:85.57, Fet_Temp:81.55,
Diode_Temp:85.57, Fet_Temp:81.22,
Diode_Temp:85.57, Fet_Temp:81.55,
Diode_Temp:86.31, Fet_Temp:81.55,
Diode_Temp:86.31, Fet_Temp:81.87,
Diode_Temp:86.31, Fet_Temp:82.20,
Diode_Temp:86.31, Fet_Temp:81.87,
Diode_Temp:86.31, Fet_Temp:82.20,
Diode_Temp:85.57, Fet_Temp:82.20,
Diode_Temp:85.94, Fet_Temp:82.20,
Diode_Temp:85.94, Fet_Temp:80.27,
Diode_Temp:88.25, Fet_Temp:82.53,
Diode_Temp:87.07, Fet_Temp:82.20,
Diode_Temp:86.31, Fet_Temp:82.53,
Diode_Temp:86.31, Fet_Temp:82.20,
Diode_Temp:85.94, Fet_Temp:81.22,
Diode_Temp:85.94, Fet_Temp:82.53,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:86.31, Fet_Temp:82.53,
Diode_Temp:85.94, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:82.53,
Diode_Temp:86.69, Fet_Temp:82.53,
Diode_Temp:85.94, Fet_Temp:82.53,
Diode_Temp:86.31, Fet_Temp:82.53,
Diode_Temp:86.31, Fet_Temp:82.87,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:86.31, Fet_Temp:83.21,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:85.94, Fet_Temp:82.87,
Diode_Temp:85.94, Fet_Temp:82.87,
Diode_Temp:86.31, Fet_Temp:83.21,
Diode_Temp:85.20, Fet_Temp:83.55,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:85.94, Fet_Temp:83.55,
Diode_Temp:84.84, Fet_Temp:82.20,
Diode_Temp:85.94, Fet_Temp:83.55,
Diode_Temp:85.20, Fet_Temp:83.55,
Diode_Temp:85.94, Fet_Temp:83.21,
Diode_Temp:85.57, Fet_Temp:83.55,
Diode_Temp:85.57, Fet_Temp:83.55,
Diode_Temp:85.94, Fet_Temp:83.90,
Diode_Temp:85.57, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:83.55,
Diode_Temp:85.57, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:84.25,
Diode_Temp:85.57, Fet_Temp:84.25,
Diode_Temp:85.94, Fet_Temp:84.61,
Diode_Temp:85.94, Fet_Temp:83.90,
Diode_Temp:86.31, Fet_Temp:84.25,
Diode_Temp:86.31, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:84.61,
Diode_Temp:86.31, Fet_Temp:84.61,
Diode_Temp:85.94, Fet_Temp:84.61,
Diode_Temp:86.31, Fet_Temp:84.25,
Diode_Temp:86.31, Fet_Temp:84.25,
Diode_Temp:85.94, Fet_Temp:85.70,
Diode_Temp:86.31, Fet_Temp:86.44,
Diode_Temp:86.69, Fet_Temp:84.25,
Diode_Temp:86.69, Fet_Temp:84.25,
Diode_Temp:86.31, Fet_Temp:84.61,
Diode_Temp:85.94, Fet_Temp:84.97,
Diode_Temp:86.31, Fet_Temp:84.61,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:86.31, Fet_Temp:82.87,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:86.69, Fet_Temp:84.97,
Diode_Temp:86.31, Fet_Temp:84.97,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:86.69, Fet_Temp:84.97,
Diode_Temp:86.69, Fet_Temp:86.82,
Diode_Temp:86.69, Fet_Temp:84.97,
Diode_Temp:87.07, Fet_Temp:84.97,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:86.69, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:84.97,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:87.07, Fet_Temp:86.82,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:82.87,
Diode_Temp:87.85, Fet_Temp:85.33,
Diode_Temp:87.85, Fet_Temp:85.70,
Diode_Temp:87.85, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.85, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.07, Fet_Temp:86.44,
Diode_Temp:86.69, Fet_Temp:84.97,
Diode_Temp:86.69, Fet_Temp:86.07,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:86.07,
Diode_Temp:89.47, Fet_Temp:85.33,
Diode_Temp:87.85, Fet_Temp:85.70,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:86.69, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:84.25,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:86.07,
Diode_Temp:87.07, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:85.33,
Diode_Temp:86.31, Fet_Temp:86.44,
Diode_Temp:86.69, Fet_Temp:86.07,
Diode_Temp:86.69, Fet_Temp:85.33,
Diode_Temp:86.31, Fet_Temp:83.90,
Diode_Temp:85.94, Fet_Temp:85.70,
Diode_Temp:84.84, Fet_Temp:84.97,
Diode_Temp:86.31, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:82.53,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:88.25, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:86.69, Fet_Temp:83.21,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:87.21,
Diode_Temp:86.69, Fet_Temp:84.61,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.85, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:84.25,
Diode_Temp:86.69, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:83.90,
Diode_Temp:87.07, Fet_Temp:88.38,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:86.69, Fet_Temp:85.33,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.07, Fet_Temp:90.03,
Diode_Temp:87.07, Fet_Temp:83.55,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:82.87,
Diode_Temp:87.46, Fet_Temp:85.33,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:86.31, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:86.69, Fet_Temp:86.07,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:88.38,
Diode_Temp:87.85, Fet_Temp:84.97,
Diode_Temp:87.07, Fet_Temp:86.07,
Diode_Temp:86.31, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:84.97,
Diode_Temp:86.69, Fet_Temp:87.21,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.46, Fet_Temp:85.70,
Diode_Temp:87.07, Fet_Temp:85.70,
Diode_Temp:87.46, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:87.46, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.07, Fet_Temp:86.44,
Diode_Temp:89.06, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:87.99,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:88.25, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.07,
Diode_Temp:88.65, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:88.25, Fet_Temp:86.44,
Diode_Temp:88.65, Fet_Temp:86.07,
Diode_Temp:87.85, Fet_Temp:83.90,
Diode_Temp:89.06, Fet_Temp:86.44,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:92.97, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:83.21,
Diode_Temp:89.89, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.44,
Diode_Temp:88.65, Fet_Temp:86.44,
Diode_Temp:88.65, Fet_Temp:86.44,
Diode_Temp:88.25, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.44,
Diode_Temp:88.25, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:84.97,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:89.89, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:87.99,
Diode_Temp:88.25, Fet_Temp:86.44,
Diode_Temp:87.85, Fet_Temp:86.44,
Diode_Temp:88.25, Fet_Temp:86.82,
Diode_Temp:88.25, Fet_Temp:86.82,
Diode_Temp:88.25, Fet_Temp:86.44,
Diode_Temp:88.65, Fet_Temp:87.99,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:87.21,
Diode_Temp:89.06, Fet_Temp:87.21,
Diode_Temp:89.06, Fet_Temp:87.21,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:85.33,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:88.65, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:87.21,
Diode_Temp:88.25, Fet_Temp:87.21,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:87.21,
Diode_Temp:88.65, Fet_Temp:91.76,
Diode_Temp:89.06, Fet_Temp:88.79,
Diode_Temp:89.06, Fet_Temp:88.38,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:89.06, Fet_Temp:86.82,
Diode_Temp:89.47, Fet_Temp:86.82,
Diode_Temp:89.89, Fet_Temp:87.21,
Diode_Temp:89.06, Fet_Temp:87.21,
Diode_Temp:89.47, Fet_Temp:86.82,
Diode_Temp:89.47, Fet_Temp:86.82,
Diode_Temp:89.47, Fet_Temp:86.44,
Diode_Temp:89.47, Fet_Temp:87.21,
Diode_Temp:88.65, Fet_Temp:87.21,
Diode_Temp:89.47, Fet_Temp:86.82,
Diode_Temp:89.47, Fet_Temp:87.21,
Diode_Temp:87.85, Fet_Temp:86.82,
Diode_Temp:89.89, Fet_Temp:87.21,
Diode_Temp:89.89, Fet_Temp:87.21,
Diode_Temp:89.47, Fet_Temp:87.21,
Diode_Temp:89.47, Fet_Temp:87.21,
